id,area,statement,status,confidence,evidence,risk,source_track
"OS-06","모니터링·알림","Prometheus·Grafana·OpenTelemetry·Sentry·PagerDuty·Slack webhook 등 어떤 알림·메트릭 스택도 저장소에 존재하지 않으며 systemd OnFailure=도 0건이다. 관측 수단은 표준출력(journald) 로그뿐이다.","확인","높음","crates/api/src/main.rs:104-110; kc/start/launch-plan.html:40-42; deploy/systemd/","장애가 사람이 화면을 볼 때까지 발견되지 않는다(2026-07-16 케이블 단선 후 낡은 데이터가 조용히 표시된 전례)","ops"
"OS-07","감사·실행로그","ETL 실행 감사는 etl_run_log(run_id·kpi_key·상태·rows_written·error_text)와 data_freshness 두 테이블로 이뤄지고 시나리오 서브시스템은 별도로 scenario.gen_run/gen_event를 쓴다.","확인","높음","db/migrations/0001_run_log.sql:1-26; crates/extractor/src/db.rs:17-70; db/migrations/0093_scenario.sql:26-55","etl_run_log에 보존정책이 없어 무한 증가한다","ops"
"OS-08","트레이싱","요청 단위 Trace ID나 상관관계 ID는 없으며 HTTP 로깅 미들웨어(TraceLayer)도 붙어 있지 않다.","확인","중간","crates/api/src/main.rs:43-77; crates/api/src/main.rs:104-110; db/migrations/0001_run_log.sql:5-14","API 오류를 특정 사용자·요청으로 역추적할 수 없다","ops"
"OS-09","재시도·복원력","추출 실패 시 재시도·백오프 코드는 없고 실패는 로그만 남기고 다음 타이머 주기를 기다린다.","확인","높음","crates/extractor/src/main.rs:144,162,218-220; crates/extractor/src/main.rs:169; deploy/systemd/README.md:46","일시적 Oracle 타임아웃이 해당 주기 데이터 공백으로 직결된다","ops"
"OS-10","systemd 복원력","저장소의 oneshot 추출 유닛에는 Restart=·OnFailure=·TimeoutStartSec= 지시자가 전혀 없고 Restart 설정이 있는 것은 wp-ws-bridge(always)와 wp-scenario-web(on-failure) 둘뿐이다.","확인","높음","deploy/systemd/wp-handover.service:1-9; deploy/systemd/wp-ws-bridge.service:19-20; deploy/systemd/wp-scenario-web.service:8-9","실패 알림도 재시도도 없어 조용한 데이터 결손이 누적된다","ops"
"OS-11","배포·롤백","배포 절차는 cargo build --release → 유닛 복사 → systemctl --user enable 수준으로만 문서화되어 있고 롤백 절차 문서는 없다.","확인","높음","deploy/systemd/README.md:17-38; kc/reference/references.html:32; kc/start/launch-plan.html:68,89","잘못된 릴리스를 되돌리는 표준 절차가 없어 복구가 개인 숙련도에 의존한다","ops"
"OS-12","배포 형상관리","운영에서 돌고 있는 wp-api.service의 유닛 파일이 저장소 deploy/systemd(.service 20 + .timer 18)에 없다.","상충","높음","kc/reference/references.html:32; deploy/systemd/","핵심 서비스의 기동 인자·환경·재시작 정책이 형상관리 밖에 있어 호스트 재구축 시 재현 불가","ops"
"OS-13","비밀 관리","비밀은 시크릿 매니저 없이 저장소 루트 .env 파일 한 개로 관리되며 systemd EnvironmentFile로 주입된다(키: DATABASE_URL, SKILL_DIR, API_ADDR, ETW_GATEWAY_URL, TOMORROW_API_KEY, 값은 <redacted>).","확인","높음","deploy/systemd/wp-nightly.service:7; .gitignore:2; .env.example:1-10","키 회전·접근 감사 기능이 없다","ops"
"OS-14","비밀 관리","운영 .env 파일 권한이 0644(그룹·기타 사용자 읽기 가능)로 되어 있다.","확인","높음","[호스트] .env 파일 권한 관찰","같은 호스트의 다른 계정이 DB 접속정보와 외부 API 키를 읽을 수 있다 — 0600 조정 필요","ops"
"OS-15","비밀 관리","DB 자격증명이 커밋된 스크립트와 SQL에 평문으로 하드코딩되어 있다(값은 <redacted>).","확인","높음","scripts/reinfer_roadgraph.sh:8-10; db/grants.sql:6-12; deploy/dev-db.sh:14-18; scripts/estimate_equipment_specs.sh:17; scripts/travel_gbm_shadow.py:14","개발용 약한 자격증명이 운영 Postgres에 그대로 쓰이는 것으로 보이며 저장소가 곧 자격증명 저장소가 되어 있다","ops"
"OS-16","DB 권한","db/grants.sql의 읽기전용 wp_ro 역할은 7개 테이블에만 SELECT를 부여하는데 API는 실제로 다수 INSERT·DELETE를 수행(livemap.rs만 INSERT 31건)하므로 이 역할로는 운영이 불가능하다. wp_ro는 채택된 적 없는 잔존 계획이다.","상충","높음","db/grants.sql:16-28; README.md:75-81; crates/api/src/livemap.rs:1497,2093,2560,2611; crates/api/src/main.rs:115-139","문서상 최소권한 방어선이 사실상 무효다 — API가 쓰기 권한 계정으로 도는 것이 확실하며 권한 분리 재설계가 필요하다","ops"
"OS-17","네트워크·CORS","대시보드 API는 기본 및 운영 설정 모두 127.0.0.1로 바인딩하지만 CorsLayer::permissive()가 그대로 적용되어 있고 인증 계층이 전혀 없다.","확인","높음","crates/api/src/main.rs:76; crates/api/src/main.rs:142-143; README.md:80","내부망 안에서는 누구나 인증 없이 전 API를 호출할 수 있다","ops"
"OS-18","네트워크·보안","scengen 모니터 웹은 0.0.0.0:8899에 바인딩되며 인증 없이 킬스위치를 쓰는 POST /api/scenario/config 엔드포인트를 노출한다.","확인","높음","crates/scengen/src/serve.rs:33-44; deploy/systemd/wp-scenario-web.service:7; db/migrations/0093_scenario.sql:11-23","호스트에 도달 가능한 누구나 시나리오 수집기를 정지시키거나 대용량 assemble 다운로드를 유발할 수 있다","ops"
"OS-19","개인정보","GPS 피드의 userid(운전자 ID + 전화번호)가 마스킹 없이 /api/livemap/positions 응답에 실려 화면 상세 패널에 표시된다. DB 영속 저장은 마이그레이션에서 확인되지 않는다.","확인","높음","kc/data/websocket-fields.html:42; crates/api/src/livemap.rs:3233,3808-3812; crates/api/src/livemap.rs:1120; web/src/LiveVehicleDetail.tsx:166","개인정보(전화번호)가 인증 없는 API로 노출된다","ops"
"OS-20","데이터 보존","보존정책은 별도 배치가 아니라 API 백그라운드 태스크 안의 인라인 DELETE로 구현되어 있고 테이블별로 2~60일로 제각각이다.","확인","높음","crates/api/src/livemap.rs:2305; crates/api/src/livemap.rs:1776,2514,4486; crates/api/src/roadgraph.rs:521; db/migrations/0093_scenario.sql:20","API 프로세스가 죽어 있는 동안 정리도 멈춰 디스크가 증가하고, 보존정책이 단일 지점에 문서화되어 있지 않아 일괄 조정이 불가하다","ops"
"OS-21","스케줄링 형상관리","시간별 도로망 재추론(reinfer_roadgraph.sh)과 15분 주기 GBM 그림자(travel_gbm_shadow.py)는 systemd가 아니라 crontab으로 돈다. [호스트] crontab 2건이 실제로 등록되어 있으나 저장소에는 스케줄 정의가 없다.","상충","높음","scripts/travel_gbm_shadow.py:5; scripts/reinfer_roadgraph.sh:5; crates/api/src/roadgraph.rs:48-50; [호스트] crontab -l 관찰","배차 비용의 본체인 도로망 그래프 생산 스케줄이 형상관리 밖에 있어 호스트 재구축 시 누락되기 쉽고, crontab 라인에 평문 DB 비밀번호가 포함된다","ops"
"OS-22","운영 성숙도 자체 평가","[문서] 프로젝트 스스로 장애 대응·폴백(C1), 모니터링·알림(C2), 프로덕션 하드닝(C3), 롤백 설계(D1)를 모두 미착수로 기록하고 현 단계를 'Phase 0 · 그림자'로 규정한다.","확인","높음","kc/start/launch-plan.html:38-42; kc/start/launch-plan.html:68; kc/start/launch-plan.html:89","24/7 무인 운영 등급이 아니라는 점을 프로젝트가 인정하고 있다 — 비기능 요건 구축분을 별도 계상해야 한다","ops"
"OS-23","격리 설계","시나리오 서브시스템(scengen)은 전용 스키마·전용 워터마크·짧은 Oracle 타임아웃(45초 대 90초)·Nice=19·소프트 킬스위치로 임계 경로와 격리되도록 설계되어 있다.","확인","높음","deploy/systemd/wp-scenario-collect.service:2,9; crates/scengen/src/toolbox.rs:1-6; db/migrations/0093_scenario.sql:1-24","격리의 실효성은 외부 스크립트 직렬화 전제에 의존한다","ops"
"OS-24","외부 의존·터널","GPS 피드는 SSH 터널(wp-ws-bridge)로 들어오며 Restart=always·ServerAlive·ExitOnForwardFailure로 자동 복구가 설계된 (저장소 내) 유일한 구성요소다(호스트·IP는 <redacted>).","확인","높음","deploy/systemd/wp-ws-bridge.service:8-21; crates/api/src/main.rs:1-3","터널이 살아 있어도 상류 GPS 단말이 침묵하면 감지되지 않는다(피드 age로만 간접 판정)","ops"
"VL-01","폴링 주기(systemd 타이머)","저장소 스케줄은 18개 user systemd 타이머로 구성되며 가장 빠른 TOS 폴링은 60초(handover), 작업풀 90초, MCH_OPERATION 계열 5분, 무거운 JOB_ORDER_HISTORY 계열 15~20분, 야간 전체 추출 01:30 1회다. [호스트] 실제 enabled는 16개다.","확인","높음","deploy/systemd/wp-handover.timer:2-7; deploy/systemd/wp-workpool.timer:2-7; deploy/systemd/wp-rtg-moves.timer:2-7; deploy/systemd/wp-qc-moves.timer:2-7; deploy/systemd/wp-nightly.timer:2-7; deploy/systemd/README.md:1-15","TOS 유래 신호의 최소 지연이 곧 이 주기다 — 실시간 배차에는 부족하므로 '폴링→이벤트' 전환 비용을 견적에 포함해야 한다","volume"
"VL-02","폴링 주기(Postgres·scengen)","Oracle을 건드리지 않는 Postgres 전용 잡은 tt_move_log 5분·tt_cycle_recon 10분이며 scengen 계열은 수집 10분·야드무브 5분·야드재구성 10분·enrich 15분·스냅샷 4시간이다.","확인","높음","deploy/systemd/wp-tt-move-log.timer:2-7; deploy/systemd/wp-tt-cycle-recon.timer:2-7; deploy/systemd/wp-scenario-collect.timer:2-7; deploy/systemd/wp-scenario-yard.timer:2-7; deploy/systemd/wp-scenario-enrich.timer:2-7; deploy/systemd/wp-scenario-snapshot.timer:2-7","싸이클 KPI는 handover(60초)→tt_move_log(5분)→tt_cycle_recon(10분) 체인을 거쳐 구조적으로 최대 약 16분 지연된다","volume"
"VL-03","Oracle 쿼리 상한","증분 추출 쿼리는 모두 FETCH FIRST n ROWS ONLY로 캡되어 있으며 값은 handover 3,000 · rtg/qc moves 5,000 · scengen collect 5,000 · scengen yard 8,000 · scengen enrich 20,000이다.","확인","높음","crates/extractor/src/handover.rs:20,60-67; crates/extractor/src/rtg_moves.rs:20,41-64; crates/extractor/src/qc_moves.rs:19,41-64; crates/scengen/src/collect.rs:22,81,133-150; crates/scengen/src/yard.rs:18,62,119; crates/scengen/src/enrich.rs:22,117-128","캡에 걸리면 워터마크가 다음 틱으로 이월되어 데이터가 늦게 들어오며 물량 급증 시 지연이 누적될 수 있다","volume"
"VL-04","캡 없는 쿼리","90초마다 도는 작업풀 쿼리(workpool.sql / assigned_tt.sql)에는 행 수 캡이 없고 상태 필터와 CRE_DT >= TRUNC(SYSDATE)-2 라는 2일 범위로만 제한된다.","확인","높음","crates/extractor/sql/workpool.sql:1-40; crates/extractor/sql/assigned_tt.sql:1-14; crates/extractor/src/workpool.rs:1-10","물량 폭주나 미완료 주문 적체 시 반환 행 수가 늘어 90초 틱이 밀릴 수 있으며 실측이 없다","volume"
"VL-05","Oracle 동시성·타임아웃","모든 Oracle 접근은 외부 스크립트 remote-toolbox-sql을 프로세스로 띄워 수행하며 프로세스 전역 async Mutex로 직렬화되고 타임아웃은 추출기 90초 고정·scengen은 scenario.config.oracle_timeout_s(기본 45초)다.","확인","높음","crates/extractor/src/runner.rs:1-31; crates/extractor/src/runner.rs:38-70; crates/scengen/src/toolbox.rs:1-20,44-70; db/migrations/0093_scenario.sql:12-24","동시성 1이므로 쿼리 수를 늘리면 그대로 직렬 누적되며, Oracle 접근이 저장소 밖 스크립트에 의존하므로 이관·견적 범위에 그 스크립트를 포함해야 한다","volume"
"VL-06","웹소켓 수집 상수","GPS 웹소켓은 로컬 SSH 터널(127.0.0.1:9986)로 연결해 zone 핸드셰이크(identify → 2초 대기 → checkin) 후 수신하며 60초 수신 타임아웃과 2초→최대 30초 지수 백오프 재연결을 쓴다.","확인","높음","crates/api/src/livemap.rs:3005-3046; crates/api/src/livemap.rs:3056-3082; deploy/systemd/wp-ws-bridge.service:1-25","소스가 pong을 보내지 않으므로 죽은 소켓 탐지에 최대 60초가 걸린다(피드 장애 인지 지연 하한 60초)","volume"
"VL-07","신선도 상수 전수","라이브맵 신선도 임계는 fresh<15초·stale<=120초·lost>600초이며 프론트는 맵 stale 120초·피드 배너 red 60초·작업풀 FROZEN 300초·차량 PLC stale 30초를 별도로 쓴다.","확인","높음","crates/api/src/livemap.rs:27-32; crates/api/src/livemap.rs:2993-3003; web/src/App.tsx:65-86; web/src/LiveMapPage.tsx:1071-1078; web/src/TtPage.tsx:300-313; web/src/LiveVehicleDetail.tsx:193","'무엇이 라이브인가'의 정의가 층마다 달라 SLA 문구를 하나로 정해야 한다","volume"
"VL-08","웹소켓 처리량","GPS 메시지 빈도에 대한 문서 수치가 서로 다르다 — 약 40건/초와 약 965건/분(약 16건/초)이 병기되고 용량 문서는 GPS+PLC 약 70~90 msg/s로 적혀 있다. 코드에는 카운터만 있고 저장된 실측 로그가 없다.","상충","중간","kc/data/websocket-data.html:73; kc/data/websocket-data.html:101-104; kc/data/websocket-coverage.html:26; kc/reference/capacity-planning.html:41,97; crates/api/src/livemap.rs:1286-1295","수집 대역·CPU 견적의 기준값이 2.5배 차이 나며 저장소만으로는 확정 불가","volume"
"VL-09","GPS 케이던스 실측","[문서] 장비별 GPS 보고 간격은 TT p50 3.0초·p90 30초·p99 669초, RTG p50 60초·p90 1,029초이며 크레인 PLC는 크레인당 약 1초로 측정되어 있다.","확인","중간","kc/data/websocket-coverage.html:44-56; kc/data/websocket-data.html:70-72; crates/api/src/livemap.rs:4785-4790","근거가 KC 감사 문서의 단일 하루 실측이라 요일·계절 변동이 반영되지 않았고 RTG는 p50 60초라 핸드오버 타이밍에 부적합하다","volume"
"VL-10","매칭 문제 크기","Stage-2 매칭은 60초마다 돌며 비용 행렬은 [작업버킷]×[후보 차량] 밀집 행렬이고 유지 버킷 개수가 후보 트럭 수를 넘지 않도록 절단되므로 평가 쌍 수는 대략 트럭 수의 제곱 이하로 묶인다(솔버 입력은 arr<1800초로 프루닝).","확인","높음","crates/api/src/livemap.rs:4173-4180; crates/api/src/livemap.rs:4198-4275; crates/api/src/livemap.rs:4333-4360; crates/api/src/livemap.rs:4380-4413; crates/api/src/livemap.rs:3827-3831","후보 차량 pool 자체에는 상한이 없다 — 트럭이 크게 늘면 비용 계산·라우팅 호출이 제곱으로 증가한다","volume"
"VL-11","매칭 알고리즘·주기(문서 대 코드)","[문서] 용량 문서는 '헝가리안'과 '배차 결정 주기 이벤트/2~5초'라고 적었으나 코드의 최적 매칭은 SPFA 기반 min-cost max-flow이고 실행 주기는 60초 그림자다.","상충","높음","crates/api/src/livemap.rs:3855-3924; crates/api/src/livemap.rs:3926-3945; kc/reference/capacity-planning.html:27,44,48","견적서에 '이벤트 기반 2~5초 배차'로 쓰면 현 구현과 다르다 — 실시간화는 미구현 작업량이다","volume"
"VL-12","매칭 결과의 운영 반영","Stage-2 매칭 결과는 stage2_match_shadow / stage2_solver_shadow에 기록만 되고 TOS로 되돌려 배차를 바꾸지 않는다.","확인","높음","crates/api/src/livemap.rs:4446-4485; crates/api/src/main.rs:137; crates/api/src/livemap.rs:4415-4416","'배차 시스템'으로 견적할 때 실제 제어 루프(TOS 쓰기·현장 승인·롤백)가 아직 없다는 점이 최대 미구현 항목이다","volume"
"VL-13","연결 풀·리소스 상한","Postgres 커넥션 풀 상한은 API 8, 추출기 4, scengen 2로 고정되어 있고 시나리오 서브시스템은 대시보드 커넥션을 굶기지 않도록 의도적으로 작게 잡혀 있다.","확인","높음","crates/api/src/db.rs:1-13; crates/extractor/src/db.rs:1-16; crates/scengen/src/db.rs:1-14; crates/api/src/main.rs:115-142","API 8커넥션을 백그라운드 태스크 24개가 공유하므로 동시 사용자·잡이 늘면 acquire 대기가 병목이 될 수 있다(실측 없음)","volume"
"VL-14","고빈도 적재량·보존","가장 쓰기량이 많은 Postgres 테이블은 3초 주기 truck_pos_hifreq(5m 이상 이동 시만, 5일 보존)와 rtg_pos_hist(3초)이며 나머지 학습·그림자 테이블 보존은 2·3·4·5·7·14·21·30일로 코드에 하드코딩되어 있다.","확인","높음","crates/api/src/livemap.rs:4785-4832; db/migrations/0067_truck_pos_hifreq.sql:1-14; crates/api/src/main.rs:139-141; crates/api/src/livemap.rs:2514-2518; crates/api/src/livemap.rs:4482-4484","보존 정책이 코드에 흩어져 있어 운영자가 한곳에서 조정할 수 없고 200틱마다 DELETE라 대량 삭제가 몰릴 수 있다","volume"
"VL-15","보존 정책 문서-코드 불일치","tt_cycle_recon 스크립트와 systemd 유닛 주석은 truck_pos_hifreq 보존을 약 1일이라고 적었으나 실제 마이그레이션과 삭제 쿼리는 5일이다.","상충","높음","scripts/populate_tt_cycle_recon.sql:17-19; deploy/systemd/wp-tt-cycle-recon.service:8-11; crates/api/src/livemap.rs:4829; db/migrations/0067_truck_pos_hifreq.sql:5","운영 실태에 따라 recon 창이 과도하게 보수적이거나 반대로 GPS 결합 실패가 조용히 늘 수 있다","volume"
"VL-16","성능 시험·벤치마크","저장소에 부하시험·벤치마크·프로파일링 코드가 전혀 없다(테스트는 기능 단위뿐).","확인","높음","crates/extractor/tests/rollup_pg.rs; crates/extractor/tests/upsert_pg.rs; crates/extractor/tests/transform_pg.rs; kc/reference/capacity-planning.html:105","용량 산정 문서의 vCPU/RAM 수치는 전부 추정이며 문서 스스로 단서를 달았다 — 성능 검증 공수를 별도 계상해야 한다","volume"
"VL-17","장비 대수","TT·QC·RTG 총 대수를 정의한 코드 상수나 설정은 저장소에 없으며 근거는 KC 문서의 관측치(동시 추적 약 450대 = TT 약 280·RTG 약 100·QC 약 28, TOS 야드트랙터 495대 대비 웹소켓 관측 539대, 엔진ON 동시 약 138대)뿐이다.","추정","중간","kc/data/websocket-data.html:73; kc/data/websocket-data.html:103-105; kc/data/websocket-coverage.html:66; kc/dashboard/index.html:41; kc/learn/rtg-work-cycle.html:44","'TT 몇 대를 배차하는 시스템인가'가 견적의 핵심 규모 변수인데 권위 있는 대수 정의가 없어 계약 수치로 쓸 수 없다","volume"
"VL-18","장비 대수(상충)","RTG 대수는 문서 간 '약 100대'와 '187대'로, QC 대수는 '약 28대'와 '크레인 42~54대' 및 '학습된 크레인 작업지점 61대'로 서로 다르게 나타난다.","상충","중간","kc/dashboard/index.html:41; kc/learn/rtg-work-cycle.html:44; kc/data/websocket-data.html:73; kc/data/websocket-coverage.html:93; kc/data/websocket-coverage.html:69","장비 모수가 문서마다 달라 처리량·커버리지 분모 계산이 흔들린다 — 담당자 확인 없이는 견적 규모 변수로 쓸 수 없다","volume"
"VL-19","프론트 폴링 주기","화면은 서버 푸시 없이 전부 폴링이며 주기는 라이브맵 위치 2.5초, 피드헬스 1.5초, 헬스 배너 5초, LIVE 탭 20초, 작업풀·Stage2·헬스 15초, 대시보드·싸이클·러닝 30~60초다.","확인","높음","web/src/LiveMapPage.tsx:893; web/src/FeedHealthPage.tsx:55; web/src/App.tsx:50,86,223,254,603; web/src/TtPage.tsx:38-51,276; web/src/Stage2Page.tsx:68; web/src/CyclesPage.tsx:249; web/src/LearnPage.tsx:272,683","동시 사용자 수 × 폴링 빈도가 API 부하의 주 요인이며 특히 라이브맵 2.5초 폴링은 사용자당 초당 0.4요청이다","volume"
"VL-20","화면 표시 지연(의도적 버퍼)","라이브맵은 GPS 결손·스파이크로 인한 깜빡임을 줄이려고 기본 5초 지연 버퍼를 두고 보간 재생하며 사용자가 지연 폭을 선택할 수 있다.","확인","높음","web/src/LiveMapPage.tsx:453-454; web/src/LiveMapPage.tsx:986-993; web/src/LiveMapPage.tsx:1122","화면상 '지금'은 최소 5초 과거다 — 종단 지연 SLA에 이 버퍼를 포함해야 한다","volume"
"VL-21","지연 체인 종단","실제 상태 발생 → TOS Oracle 반영 → 우리 수집 → 처리 → 화면 표시 중 어느 구간에도 측정된 지연 값이 저장소에 없다(폴링 주기와 표시 버퍼만 알 수 있다).","미확인","높음","crates/extractor/sql/workpool.sql:22; deploy/systemd/wp-workpool.timer:5-7; web/src/LiveMapPage.tsx:453","'실시간'을 약속하려면 최소한 현장 이벤트 → JOB_ORDER_LIST.UPD_DT 반영 지연을 측정해야 한다","volume"
"VL-22","TOS 원천 보존","[문서] TOS Oracle은 롤링 보존이라 JOB_ORDER_HISTORY 약 15일, MCH_OPERATION/VSS_STATISTICS 약 35일 이후 삭제되므로 깊은 백필이 불가능하고 과거 깊이는 추출 시작 시점부터만 누적된다.","확인","중간","kc/data/tos-db-reference.html:24-35; kc/reference/capacity-planning.html:90","학습 데이터 확보가 '지금부터 매일 적재' 외 방법이 없어 2단계 예측 모델 일정이 데이터 누적 기간에 종속된다","volume"
"VL-23","스토리지 견적 근거","[문서] 용량 문서는 GPS 원시 보관을 약 0.5~0.8 GB/일(연 약 200~300 GB), 서빙 Postgres를 100→150→250 GB SSD로 제시하지만 이는 추정치이며 실제 테이블 크기 측정 결과는 저장소에 없다.","추정","중간","kc/reference/capacity-planning.html:92-101; crates/api/src/learn.rs:697","21~30일 보존 그림자 테이블이 다수라 실제 증가율 측정이 필요하다","volume"
"DC-01","2단계 배차 설계(문서 주장)","[문서] 지식센터는 배차를 '데드라인 인지 2단계'로 정의한다 — 1단계는 트럭 위치를 보지 않고 출항시각 역산으로 작업별 배차 마감을 정하는 수요 결정, 2단계는 트럭×작업 비용행렬(free_in + 작업지점까지 빈차 이동시간)로 도착시간 합을 최소화하는 매칭이다.","확인","높음","kc/dispatch/index.html:1-60; kc/dispatch/stage2-design.html:1-60; kc/dispatch/service2-overview.html:1-60","","docs"
"DC-02","현재 상태 주장 vs 코드","문서는 1·2단계 모두 '라이브이지만 추천만인 그림자 모드'라고 주장하며 코드도 60초 주기로 stage2_match_shadow에만 적재하고 실제 배차를 건드리지 않아 이 주장은 코드와 일치한다.","확인","높음","kc/dispatch/index.html:20-26; crates/api/src/livemap.rs:4173-4200; db/migrations/0052_stage2_match_shadow.sql:1-5; web/src/HealthPage.tsx:100-110","","docs"
"DC-03","최적매칭 이득 수치(상충)","최적(MCMF) 매칭이 그리디 대비 얼마나 이득인지에 대해 문서 수치가 크게 다르다 — '총 도착시간 약 40% 감소', '38~43% 절감' 대 '최적 매칭 이득 -5.1%'. 세 값은 지표 정의·기준선·측정창이 서로 다르고, 코드 내 정의도 gap_pct=(greedy-opt)/opt와 savings_pct=(greedy-opt)/greedy 둘이 공존한다.","상충","높음","kc/dispatch/stage2-journey.html:40; kc/data/tos-verification.html:59; kc/start/launch-plan.html:32; crates/api/src/livemap.rs:4476; crates/api/src/workpool.rs:921-928","고객 자료에 40%를 인용하면 다른 지표(-5.1%)와 충돌해 효과 약속의 신뢰도가 무너진다 — 공식 수치·정의·측정창을 하나로 확정해야 한다","docs"
"DC-04","가치·절감 주장의 출처와 한계","'우리가 TOS보다 공차 이동을 N% 줄인다'는 수치는 DB에 고정 저장된 값이 아니라 fair_compare에서 계산된 최근 평균이며, 화면 자체가 '절감은 거의 전부 원거리 교정에서 나오고 단거리에서는 우리가 더 나쁠 수 있다'고 한계를 밝힌다.","확인","높음","web/src/Stage2Page.tsx:90-131; db/migrations/0061_fair_compare_shadow.sql:1-8; kc/start/launch-plan.html:55","수치가 코드 계산 결과라 기간·표본에 따라 흔들려 고정 수치로 인용하면 재현 불가","docs"
"DC-05","가치 상한 가정","[문서] 시뮬레이터 기획은 종단 KPI에 '달성 가능분 F% = (시뮬 절감)/(fair_compare 상한 약 30%)'라는 식을 두어 fair_compare 절감의 상한을 약 30%로 가정한다.","확인","중간","kc/dispatch/simulator-spec.html:171","약 30%가 근거 링크 없이 상수로 쓰여 F% 분모가 흔들리면 시뮬 결과 해석이 통째로 바뀐다","docs"
"DC-06","목적함수(문서 vs 코드)","일부 문서는 2단계 최적화가 '급한 작업엔 가산점'을 준다고 서술하지만 코드는 긴급도·기아·부하분산을 비용행렬 항으로 넣지 않고 1단계 작업풀 정렬과 크레인별 상한으로만 처리한다.","상충","높음","kc/dashboard/stage2-match.html:57; kc/dispatch/stage2-journey.html:39; crates/api/src/livemap.rs:3822-3831; crates/api/src/livemap.rs:4327-4333","설명과 실제 목적함수가 달라 고객 Q&A·검증 설계에서 잘못된 기대를 만든다","docs"
"DC-07","안정화(anti-thrash) 수치 검증","문서의 '새 작업이 약 3분 이상 더 좋아질 때만 바꾼다'는 서술은 코드 상수 SWITCH_PENALTY_S=180초와 일치하나, 코드에 추가로 존재하는 10분 커밋 윈도우(COMMIT_WINDOW_MS=600000, COMMIT_LOCK_S=1200) 잠금은 어느 문서에도 서술되어 있지 않다.","확인","높음","crates/api/src/livemap.rs:3814-3822; kc/dashboard/stage2-match.html:40-46","운영자가 '3분 규칙'만 알고 있으면 배차 추천이 안 바뀌는 케이스를 오해한다","docs"
"DC-08","KPI·보호조건 주장","[문서] 문서가 정의한 검증·승격 KPI는 이동시간 예측 정확도, 작업 순위 정확도, 근방 유휴 비효율 포착, 배정 출렁임, 마감 충족률이며 롤아웃 게이트로 5개 Go/No-Go 조건과 즉시 끄기·최근접 폴백·사람 우선의 안전장치를 명시한다.","확인","높음","kc/dispatch/stage2-design.html:60-75; kc/dispatch/stage2-rollout.html:1-60","안전장치는 계획 서술이며 대응 코드는 미구현","docs"
"DC-09","핵심 운영 진단(문서 주장)","[문서] 문서는 '평소에는 트럭 부족으로 크레인이 멈추는 일이 드물고 크레인 멈춤의 거의 100%가 약 600m 이내에 빈 트럭이 있는 상태였다'고 주장하며 가치 축을 '멈춤 방지'에서 '효율'로 옮겼다고 기록한다.","확인","높음","kc/dispatch/stage2-journey.html:50-56; kc/dispatch/stage1-journey.html:30-45; kc/dashboard/stage2-match.html:48-56","이 진단이 틀리면 목적함수(순수 효율)의 전제가 무너진다 — 바쁜 시기 데이터 미확보를 문서 스스로 인정","docs"
"DC-10","알려진 구조적 한계","[문서] 지식센터는 세 가지 한계를 명시한다 — 차량 GPS 단말이 정지 중 침묵해 대기·유휴 리드타임이 구조적으로 과소집계되고, MCH_OPERATION은 작업 완료 시점에 행을 생성해 실시간 진행 신호가 없으며, 그 결과 개별 트럭 유휴 리드타임 예측을 불가로 확정(ADR 0002)하고 중앙값+p90 보수 방어로 대체했다.","확인","높음","kc/dispatch/leadtime-adr.html:1-80; kc/data/websocket-coverage.html:41,67","곧-유휴 후보 풀 정확도의 상한이 데이터 수집 한계에 묶여 있다(터미널 측 단말 재설정 없이는 개선 불가)","docs"
"DC-11","이동시간(비용) 정의 정정 이력","문서는 배차 비용의 이동시간을 '출발부터 작업지점 도달까지의 구간 시간(경로 정체 포함, 도착 후 크레인 대기 제외)'으로 2026-07-01 정정했고, 계산은 추론 도로망 경로시간을 실측 곡선(p50/p90)으로 변환하며 라우팅 실패 쌍만 맨해튼 폴백한다고 서술 — 코드의 SEG_SPEED_MS=3.30 폴백과 격자 폐기와 일치한다.","확인","높음","kc/learn/travel-time.html:39; kc/dispatch/stage2-design.html:35-50; crates/api/src/livemap.rs:3838-3846","","docs"
"DC-12","루트 README 노후화","루트 README는 저장소를 '6개 KPI 대시보드'로만 기술하고 초기 커밋 이후 갱신되지 않아 GPS 라이브맵·2단계 배차 그림자·학습·scengen을 전혀 담지 못한다(KPI 키도 코드에는 9개 존재).","상충","높음","README.md:1-30; crates/core/src/kpi.rs:35-43; kc/start/prd.html:30-40","신규 인원·외부 검토자가 README만 보면 서비스 범위를 대시보드로 오인한다","docs"
"DC-13","systemd 문서 노후화","deploy/systemd/README.md는 타이머 5종만 문서화하지만 실제 유닛 디렉터리에는 39개 파일(.service 20 + .timer 18 + README)이 존재해 배포 절차 문서가 실제 구성과 어긋난다.","상충","높음","deploy/systemd/README.md:1-20; deploy/systemd/","인수인계·재구축 시 필수 타이머 누락(예: scenario collector, tt-move-log)으로 데이터 결손이 발생한다","docs"
